Name,Price,Week,Month,Year
Local Potatoes 1Kg,198.33,2,5,2019
Imported Potatoes 1Kg,124.44,2,5,2019
Carrot 1kg,213.85,2,5,2019
Tomatoe No1. 1kg,174.56,2,5,2019
Leeks 1kg,160.67,3,5,2019
Local Potatoes 1Kg,200.5,3,5,2019
Imported Potatoes 1Kg,127.5,3,5,2019
Carrot 1kg,227.14,3,5,2019
Tomatoe No1. 1kg,172.86,3,5,2019
Leeks 1kg,165.0,4,5,2019
Local Potatoes 1Kg,200.45,4,5,2019
Imported Potatoes 1Kg,127.12,4,5,2019
Carrot 1kg,231.76,4,5,2019
Tomatoe No1. 1kg,177.65,4,5,2019
Leeks 1kg,163.23,1,6,2019
Local Potatoes 1Kg,210.19,1,6,2019
Imported Potatoes 1Kg,128.75,1,6,2019
Carrot 1kg,244.12,1,6,2019
Tomatoe No1. 1kg,132.9,1,6,2019
Leeks 1kg,166.47,2,6,2019
Local Potatoes 1Kg,207.79,2,6,2019
Imported Potatoes 1Kg,127.89,2,6,2019
Carrot 1kg,244.89,2,6,2019
Tomatoe No1. 1kg,133.33,2,6,2019
Leeks 1kg,165.0,3,6,2019
Local Potatoes 1Kg,207.92,3,6,2019
Imported Potatoes 1Kg,124.12,3,6,2019
Carrot 1kg,247.68,3,6,2019
Tomatoe No1. 1kg,135.29,3,6,2019
Leeks 1kg,140.53,4,6,2019
Local Potatoes 1Kg,215.83,4,6,2019
Imported Potatoes 1Kg,138.0,4,6,2019
Carrot 1kg,192.43,4,6,2019
Tomatoe No1. 1kg,106.11,4,6,2019
Leeks 1kg,147.7,1,7,2019
Local Potatoes 1Kg,216.1,1,7,2019
Imported Potatoes 1Kg,147.39,1,7,2019
Carrot 1kg,202.0,1,7,2019
Tomatoe No1. 1kg,131.32,1,7,2019
Leeks 1kg,147.89,2,7,2019
Local Potatoes 1Kg,218.57,2,7,2019
Imported Potatoes 1Kg,142.4,2,7,2019
Carrot 1kg,195.79,2,7,2019
Tomatoe No1. 1kg,113.18,2,7,2019
Leeks 1kg,150.55,3,7,2019
Local Potatoes 1Kg,249.23,3,7,2019
Imported Potatoes 1Kg,152.0,3,7,2019
Carrot 1kg,190.59,3,7,2019
Tomatoe No1. 1kg,128.06,3,7,2019
Leeks 1kg,144.21,4,7,2019
Local Potatoes 1Kg,250.0,4,7,2019
Imported Potatoes 1Kg,144.27,4,7,2019
Carrot 1kg,187.89,4,7,2019
Tomatoe No1. 1kg,120.28,4,7,2019
Leeks 1kg,133.08,1,8,2019
Local Potatoes 1Kg,250.18,1,8,2019
Imported Potatoes 1Kg,134.52,1,8,2019
Carrot 1kg,163.21,1,8,2019
Tomatoe No1. 1kg,151.43,1,8,2019
Leeks 1kg,136.84,2,8,2019
Local Potatoes 1Kg,247.63,2,8,2019
Imported Potatoes 1Kg,137.4,2,8,2019
Carrot 1kg,170.89,2,8,2019
Tomatoe No1. 1kg,162.39,2,8,2019
Leeks 1kg,135.43,3,8,2019
Local Potatoes 1Kg,244.21,3,8,2019
Imported Potatoes 1Kg,142.07,3,8,2019
Carrot 1kg,155.68,3,8,2019
Tomatoe No1. 1kg,164.0,3,8,2019
Leeks 1kg,141.05,4,8,2019
Local Potatoes 1Kg,221.82,4,8,2019
Imported Potatoes 1Kg,145.17,4,8,2019
Carrot 1kg,148.33,4,8,2019
Tomatoe No1. 1kg,158.16,4,8,2019
Leeks 1kg,144.22,1,9,2019
Local Potatoes 1Kg,224.29,1,9,2019
Imported Potatoes 1Kg,143.5,1,9,2019
Carrot 1kg,153.25,1,9,2019
Tomatoe No1. 1kg,157.57,1,9,2019
Leeks 1kg,147.11,2,9,2019
Local Potatoes 1Kg,221.54,2,9,2019
Imported Potatoes 1Kg,141.73,2,9,2019
Carrot 1kg,154.92,2,9,2019
Tomatoe No1. 1kg,143.53,2,9,2019
Leeks 1kg,148.21,3,9,2019
Local Potatoes 1Kg,219.14,3,9,2019
Imported Potatoes 1Kg,144.13,3,9,2019
Carrot 1kg,155.26,3,9,2019
Tomatoe No1. 1kg,152.8,3,9,2019
Leeks 1kg,145.97,4,9,2019
Local Potatoes 1Kg,211.42,4,9,2019
Imported Potatoes 1Kg,143.0,4,9,2019
Carrot 1kg,164.05,4,9,2019
Tomatoe No1. 1kg,160.68,4,9,2019
Leeks 1kg,145.05,1,10,2019
Local Potatoes 1Kg,208.7,1,10,2019
Imported Potatoes 1Kg,138.64,1,10,2019
Carrot 1kg,158.05,1,10,2019
Tomatoe No1. 1kg,162.49,1,10,2019
Leeks 1kg,147.2,2,10,2019
Local Potatoes 1Kg,182.52,2,10,2019
Imported Potatoes 1Kg,133.16,2,10,2019
Carrot 1kg,174.86,2,10,2019
Tomatoe No1. 1kg,185.06,2,10,2019
Leeks 1kg,172.89,3,10,2019
Local Potatoes 1Kg,186.22,3,10,2019
Imported Potatoes 1Kg,135.0,3,10,2019
Carrot 1kg,184.92,3,10,2019
Tomatoe No1. 1kg,183.33,3,10,2019
Leeks 1kg,188.51,4,10,2019
Local Potatoes 1Kg,178.85,4,10,2019
Imported Potatoes 1Kg,132.29,4,10,2019
Carrot 1kg,197.47,4,10,2019
Tomatoe No1. 1kg,191.74,4,10,2019
Leeks 1kg,197.24,1,11,2019
Local Potatoes 1Kg,196.73,1,11,2019
Imported Potatoes 1Kg,140.21,1,11,2019
Carrot 1kg,208.03,1,11,2019
Tomatoe No1. 1kg,191.66,1,11,2019
Leeks 1kg,223.08,2,11,2019
Local Potatoes 1Kg,200.38,2,11,2019
Imported Potatoes 1Kg,133.64,2,11,2019
Carrot 1kg,227.69,2,11,2019
Tomatoe No1. 1kg,150.8,2,11,2019
Leeks 1kg,219.19,3,11,2019
Local Potatoes 1Kg,204.54,3,11,2019
Imported Potatoes 1Kg,138.26,3,11,2019
Carrot 1kg,223.0,3,11,2019
Tomatoe No1. 1kg,164.0,3,11,2019
Leeks 1kg,301.21,4,11,2019
Local Potatoes 1Kg,225.26,4,11,2019
Imported Potatoes 1Kg,144.35,4,11,2019
Carrot 1kg,256.36,4,11,2019
Tomatoe No1. 1kg,137.88,4,11,2019
Leeks 1kg,308.33,1,12,2019
Local Potatoes 1Kg,224.17,1,12,2019
Imported Potatoes 1Kg,142.69,1,12,2019
Carrot 1kg,261.57,1,12,2019
Tomatoe No1. 1kg,169.71,1,12,2019
Leeks 1kg,373.52,2,12,2019
Local Potatoes 1Kg,238.24,2,12,2019
Imported Potatoes 1Kg,146.47,2,12,2019
Carrot 1kg,292.12,2,12,2019
Tomatoe No1. 1kg,179.7,2,12,2019
Leeks 1kg,402.97,3,12,2019
Local Potatoes 1Kg,227.33,3,12,2019
Imported Potatoes 1Kg,176.25,3,12,2019
Carrot 1kg,341.33,3,12,2019
Tomatoe No1. 1kg,193.1,3,12,2019
Leeks 1kg,401.26,4,12,2019
Local Potatoes 1Kg,238.89,4,12,2019
Imported Potatoes 1Kg,191.43,4,12,2019
Carrot 1kg,356.55,4,12,2019
Tomatoe No1. 1kg,299.29,4,12,2019
Leeks 1kg,396.36,1,1,2020
Local Potatoes 1Kg,228.53,1,1,2020
Imported Potatoes 1Kg,139.26,1,1,2020
Carrot 1kg,407.5,1,1,2020
Tomatoe No1. 1kg,289.68,1,1,2020
Leeks 1kg,455.88,2,1,2020
Local Potatoes 1Kg,235.29,2,1,2020
Imported Potatoes 1Kg,140.0,2,1,2020
Carrot 1kg,492.78,2,1,2020
Tomatoe No1. 1kg,423.38,2,1,2020
Leeks 1kg,431.14,3,1,2020
Local Potatoes 1Kg,233.68,3,1,2020
Imported Potatoes 1Kg,138.97,3,1,2020
Carrot 1kg,478.11,3,1,2020
Tomatoe No1. 1kg,457.65,3,1,2020
Leeks 1kg,385.2,4,1,2020
Local Potatoes 1Kg,220.68,4,1,2020
Imported Potatoes 1Kg,132.41,4,1,2020
Carrot 1kg,489.0,4,1,2020
Tomatoe No1. 1kg,523.68,4,1,2020
Leeks 1kg,373.95,1,2,2020
Local Potatoes 1Kg,229.74,1,2,2020
Imported Potatoes 1Kg,143.46,1,2,2020
Carrot 1kg,503.33,1,2,2020
Tomatoe No1. 1kg,514.53,1,2,2020
Leeks 1kg,343.0,2,2,2020
Local Potatoes 1Kg,222.22,2,2,2020
Imported Potatoes 1Kg,143.45,2,2,2020
Carrot 1kg,412.82,2,2,2020
Tomatoe No1. 1kg,446.32,2,2,2020
Leeks 1kg,297.26,3,2,2020
Local Potatoes 1Kg,216.18,3,2,2020
Imported Potatoes 1Kg,133.79,3,2,2020
Carrot 1kg,289.26,3,2,2020
Tomatoe No1. 1kg,304.59,3,2,2020
Leeks 1kg,244.39,4,2,2020
Local Potatoes 1Kg,207.38,4,2,2020
Imported Potatoes 1Kg,126.55,4,2,2020
Carrot 1kg,252.13,4,2,2020
Tomatoe No1. 1kg,217.89,4,2,2020
Leeks 1kg,204.84,1,3,2020
Local Potatoes 1Kg,178.84,1,3,2020
Imported Potatoes 1Kg,126.36,1,3,2020
Carrot 1kg,224.41,1,3,2020
Tomatoe No1. 1kg,206.25,1,3,2020
Leeks 1kg,205.16,2,3,2020
Local Potatoes 1Kg,190.95,2,3,2020
Imported Potatoes 1Kg,132.0,2,3,2020
Carrot 1kg,232.44,2,3,2020
Tomatoe No1. 1kg,166.91,2,3,2020
Leeks 1kg,194.67,3,3,2020
Local Potatoes 1Kg,187.93,3,3,2020
Imported Potatoes 1Kg,116.86,3,3,2020
Carrot 1kg,193.11,3,3,2020
Tomatoe No1. 1kg,163.46,3,3,2020
Leeks 1kg,199.32,4,3,2020
Local Potatoes 1Kg,190.2,4,3,2020
Imported Potatoes 1Kg,152.19,4,3,2020
Carrot 1kg,220.0,4,3,2020
Tomatoe No1. 1kg,196.15,4,3,2020
Leeks 1kg,212.47,1,4,2020
Local Potatoes 1Kg,198.89,1,4,2020
Imported Potatoes 1Kg,158.06,1,4,2020
Carrot 1kg,220.0,1,4,2020
Tomatoe No1. 1kg,213.27,1,4,2020
Leeks 1kg,218.53,2,4,2020
Local Potatoes 1Kg,240.0,2,4,2020
Imported Potatoes 1Kg,123.69,2,4,2020
Carrot 1kg,220.0,2,4,2020
Tomatoe No1. 1kg,180.0,2,4,2020
Leeks 1kg,180.0,3,4,2020
Local Potatoes 1Kg,240.0,3,4,2020
Imported Potatoes 1Kg,123.69,3,4,2020
Carrot 1kg,220.0,3,4,2020
Tomatoe No1. 1kg,100.0,3,4,2020
Leeks 1kg,160.0,4,4,2020
Local Potatoes 1Kg,240.24,4,4,2020
Imported Potatoes 1Kg,122.43,4,4,2020
Carrot 1kg,191.65,4,4,2020
Tomatoe No1. 1kg,98.0,4,4,2020
Leeks 1kg,169.08,1,5,2020
Local Potatoes 1Kg,241.26,1,5,2020
Imported Potatoes 1Kg,122.99,1,5,2020
Carrot 1kg,216.45,1,5,2020
Tomatoe No1. 1kg,100.7,1,5,2020
Leeks 1kg,200.4,2,5,2020
Local Potatoes 1Kg,226.67,2,5,2020
Imported Potatoes 1Kg,144.38,2,5,2020
Carrot 1kg,212.53,2,5,2020
Tomatoe No1. 1kg,107.74,2,5,2020
Leeks 1kg,217.24,3,5,2020
Local Potatoes 1Kg,224.37,3,5,2020
Imported Potatoes 1Kg,145.37,3,5,2020
Carrot 1kg,205.56,3,5,2020
Tomatoe No1. 1kg,128.03,3,5,2020
Leeks 1kg,217.5,4,5,2020
Local Potatoes 1Kg,210.0,4,5,2020
Imported Potatoes 1Kg,140.0,4,5,2020
Carrot 1kg,200.0,4,5,2020
Tomatoe No1. 1kg,137.5,4,5,2020
Leeks 1kg,193.99,1,6,2020
Local Potatoes 1Kg,218.21,1,6,2020
Imported Potatoes 1Kg,146.7,1,6,2020
Carrot 1kg,191.43,1,6,2020
Tomatoe No1. 1kg,163.36,1,6,2020
Leeks 1kg,210.43,2,6,2020
Local Potatoes 1Kg,215.02,2,6,2020
Imported Potatoes 1Kg,149.67,2,6,2020
Carrot 1kg,213.71,2,6,2020
Tomatoe No1. 1kg,188.85,2,6,2020
Leeks 1kg,201.66,3,6,2020
Local Potatoes 1Kg,222.19,3,6,2020
Imported Potatoes 1Kg,154.29,3,6,2020
Carrot 1kg,209.03,3,6,2020
Tomatoe No1. 1kg,247.09,3,6,2020
Leeks 1kg,192.06,4,6,2020
Local Potatoes 1Kg,215.28,4,6,2020
Imported Potatoes 1Kg,147.0,4,6,2020
Carrot 1kg,211.6,4,6,2020
Tomatoe No1. 1kg,259.06,4,6,2020
Leeks 1kg,167.57,1,7,2020
Local Potatoes 1Kg,222.39,1,7,2020
Imported Potatoes 1Kg,160.0,1,7,2020
Carrot 1kg,191.94,1,7,2020
Tomatoe No1. 1kg,197.35,1,7,2020
Leeks 1kg,165.0,2,7,2020
Local Potatoes 1Kg,241.25,2,7,2020
Imported Potatoes 1Kg,200.0,2,7,2020
Carrot 1kg,190.71,2,7,2020
Tomatoe No1. 1kg,180.4,2,7,2020
Leeks 1kg,158.64,3,7,2020
Local Potatoes 1Kg,262.33,3,7,2020
Imported Potatoes 1Kg,196.88,3,7,2020
Carrot 1kg,182.17,3,7,2020
Tomatoe No1. 1kg,147.2,3,7,2020
Leeks 1kg,152.0,4,7,2020
Local Potatoes 1Kg,252.67,4,7,2020
Imported Potatoes 1Kg,170.0,4,7,2020
Carrot 1kg,178.21,4,7,2020
Tomatoe No1. 1kg,127.0,4,7,2020
Leeks 1kg,,1,8,2020
Local Potatoes 1Kg,,1,8,2020
Imported Potatoes 1Kg,,1,8,2020
Carrot 1kg,,1,8,2020
Tomatoe No1. 1kg,,1,8,2020
Leeks 1kg,153.78,2,8,2020
Local Potatoes 1Kg,256.0,2,8,2020
Imported Potatoes 1Kg,155.0,2,8,2020
Carrot 1kg,180.86,2,8,2020
Tomatoe No1. 1kg,108.48,2,8,2020
Leeks 1kg,144.86,3,8,2020
Local Potatoes 1Kg,238.13,3,8,2020
Imported Potatoes 1Kg,142.14,3,8,2020
Carrot 1kg,170.3,3,8,2020
Tomatoe No1. 1kg,120.71,3,8,2020
Leeks 1kg,149.23,4,8,2020
Local Potatoes 1Kg,221.8,4,8,2020
Imported Potatoes 1Kg,140.43,4,8,2020
Carrot 1kg,190.56,4,8,2020
Tomatoe No1. 1kg,130.89,4,8,2020
Leeks 1kg,152.56,1,9,2020
Local Potatoes 1Kg,213.91,1,9,2020
Imported Potatoes 1Kg,145.48,1,9,2020
Carrot 1kg,194.17,1,9,2020
Tomatoe No1. 1kg,160.54,1,9,2020
Leeks 1kg,148.95,2,9,2020
Local Potatoes 1Kg,211.14,2,9,2020
Imported Potatoes 1Kg,148.5,2,9,2020
Carrot 1kg,192.78,2,9,2020
Tomatoe No1. 1kg,174.72,2,9,2020
Leeks 1kg,148.95,3,9,2020
Local Potatoes 1Kg,192.73,3,9,2020
Imported Potatoes 1Kg,147.5,3,9,2020
Carrot 1kg,193.21,3,9,2020
Tomatoe No1. 1kg,198.24,3,9,2020
Leeks 1kg,152.62,4,9,2020
Local Potatoes 1Kg,189.62,4,9,2020
Imported Potatoes 1Kg,147.27,4,9,2020
Carrot 1kg,210.91,4,9,2020
Tomatoe No1. 1kg,205.62,4,9,2020
Leeks 1kg,156.67,1,10,2020
Local Potatoes 1Kg,190.33,1,10,2020
Imported Potatoes 1Kg,149.33,1,10,2020
Carrot 1kg,217.33,1,10,2020
Tomatoe No1. 1kg,213.6,1,10,2020
Leeks 1kg,157.14,2,10,2020
Local Potatoes 1Kg,204.52,2,10,2020
Imported Potatoes 1Kg,153.33,2,10,2020
Carrot 1kg,207.5,2,10,2020
Tomatoe No1. 1kg,190.38,2,10,2020
Leeks 1kg,154.61,3,10,2020
Local Potatoes 1Kg,200.59,3,10,2020
Imported Potatoes 1Kg,155.38,3,10,2020
Carrot 1kg,199.59,3,10,2020
Tomatoe No1. 1kg,166.67,3,10,2020
Leeks 1kg,158.65,4,10,2020
Local Potatoes 1Kg,218.57,4,10,2020
Imported Potatoes 1Kg,160.0,4,10,2020
Carrot 1kg,200.82,4,10,2020
Tomatoe No1. 1kg,168.15,4,10,2020
Leeks 1kg,145.0,1,11,2020
Local Potatoes 1Kg,241.56,1,11,2020
Imported Potatoes 1Kg,164.79,1,11,2020
Carrot 1kg,231.0,1,11,2020
Tomatoe No1. 1kg,180.0,1,11,2020
Leeks 1kg,144.85,2,11,2020
Local Potatoes 1Kg,250.0,2,11,2020
Imported Potatoes 1Kg,178.0,2,11,2020
Carrot 1kg,233.27,2,11,2020
Tomatoe No1. 1kg,167.44,2,11,2020
Leeks 1kg,149.0,3,11,2020
Local Potatoes 1Kg,239.81,3,11,2020
Imported Potatoes 1Kg,183.33,3,11,2020
Carrot 1kg,242.5,3,11,2020
Tomatoe No1. 1kg,164.09,3,11,2020
Leeks 1kg,145.93,4,11,2020
Local Potatoes 1Kg,248.75,4,11,2020
Imported Potatoes 1Kg,185.0,4,11,2020
Carrot 1kg,246.4,4,11,2020
Tomatoe No1. 1kg,160.33,4,11,2020
Leeks 1kg,145.31,1,12,2020
Local Potatoes 1Kg,258.57,1,12,2020
Imported Potatoes 1Kg,196.88,1,12,2020
Carrot 1kg,259.23,1,12,2020
Tomatoe No1. 1kg,153.67,1,12,2020
Leeks 1kg,147.47,2,12,2020
Local Potatoes 1Kg,280.0,2,12,2020
Imported Potatoes 1Kg,210.38,2,12,2020
Carrot 1kg,268.67,2,12,2020
Tomatoe No1. 1kg,155.29,2,12,2020
Leeks 1kg,151.0,3,12,2020
Local Potatoes 1Kg,316.67,3,12,2020
Imported Potatoes 1Kg,200.77,3,12,2020
Carrot 1kg,247.56,3,12,2020
Tomatoe No1. 1kg,140.29,3,12,2020
Leeks 1kg,148.42,4,12,2020
Local Potatoes 1Kg,323.75,4,12,2020
Imported Potatoes 1Kg,204.09,4,12,2020
Carrot 1kg,238.94,4,12,2020
Tomatoe No1. 1kg,146.92,4,12,2020
Leeks 1kg,153.21,1,1,2021
Local Potatoes 1Kg,264.17,1,1,2021
Imported Potatoes 1Kg,159.23,1,1,2021
Carrot 1kg,216.36,1,1,2021
Tomatoe No1. 1kg,181.05,1,1,2021
Leeks 1kg,152.5,2,1,2021
Local Potatoes 1Kg,230.77,2,1,2021
Imported Potatoes 1Kg,135.0,2,1,2021
Carrot 1kg,202.8,2,1,2021
Tomatoe No1. 1kg,183.1,2,1,2021
Leeks 1kg,145.91,3,1,2021
Local Potatoes 1Kg,222.86,3,1,2021
Imported Potatoes 1Kg,135.0,3,1,2021
Carrot 1kg,204.26,3,1,2021
Tomatoe No1. 1kg,188.09,3,1,2021
Leeks 1kg,161.26,4,1,2021
Local Potatoes 1Kg,216.25,4,1,2021
Imported Potatoes 1Kg,135.65,4,1,2021
Carrot 1kg,219.72,4,1,2021
Tomatoe No1. 1kg,190.12,4,1,2021
Leeks 1kg,196.68,1,2,2021
Local Potatoes 1Kg,204.69,1,2,2021
Imported Potatoes 1Kg,137.59,1,2,2021
Carrot 1kg,225.26,1,2,2021
Tomatoe No1. 1kg,228.13,1,2,2021
Leeks 1kg,192.85,2,2,2021
Local Potatoes 1Kg,213.39,2,2,2021
Imported Potatoes 1Kg,145.0,2,2,2021
Carrot 1kg,221.0,2,2,2021
Tomatoe No1. 1kg,241.76,2,2,2021
Leeks 1kg,200.68,3,2,2021
Local Potatoes 1Kg,201.33,3,2,2021
Imported Potatoes 1Kg,142.94,3,2,2021
Carrot 1kg,212.8,3,2,2021
Tomatoe No1. 1kg,293.2,3,2,2021
Leeks 1kg,194.36,4,2,2021
Local Potatoes 1Kg,196.43,4,2,2021
Imported Potatoes 1Kg,138.61,4,2,2021
Carrot 1kg,215.0,4,2,2021
Tomatoe No1. 1kg,298.88,4,2,2021
Leeks 1kg,196.36,1,3,2021
Local Potatoes 1Kg,192.5,1,3,2021
Imported Potatoes 1Kg,138.21,1,3,2021
Carrot 1kg,228.18,1,3,2021
Tomatoe No1. 1kg,296.52,1,3,2021
Leeks 1kg,180.0,2,3,2021
Local Potatoes 1Kg,182.5,2,3,2021
Imported Potatoes 1Kg,136.43,2,3,2021
Carrot 1kg,226.36,2,3,2021
Tomatoe No1. 1kg,231.36,2,3,2021
Leeks 1kg,178.21,3,3,2021
Local Potatoes 1Kg,174.21,3,3,2021
Imported Potatoes 1Kg,120.0,3,3,2021
Carrot 1kg,226.52,3,3,2021
Tomatoe No1. 1kg,200.0,3,3,2021
Leeks 1kg,172.5,4,3,2021
Local Potatoes 1Kg,169.41,4,3,2021
Imported Potatoes 1Kg,117.14,4,3,2021
Carrot 1kg,218.89,4,3,2021
Tomatoe No1. 1kg,177.5,4,3,2021
Leeks 1kg,158.57,1,4,2021
Local Potatoes 1Kg,184.08,1,4,2021
Imported Potatoes 1Kg,115.38,1,4,2021
Carrot 1kg,200.43,1,4,2021
Tomatoe No1. 1kg,167.73,1,4,2021
Leeks 1kg,,2,4,2021
Local Potatoes 1Kg,,2,4,2021
Imported Potatoes 1Kg,,2,4,2021
Carrot 1kg,,2,4,2021
Tomatoe No1. 1kg,,2,4,2021
Leeks 1kg,152.17,3,4,2021
Local Potatoes 1Kg,190.59,3,4,2021
Imported Potatoes 1Kg,122.96,3,4,2021
Carrot 1kg,202.4,3,4,2021
Tomatoe No1. 1kg,155.33,3,4,2021
Leeks 1kg,141.9,4,4,2021
Local Potatoes 1Kg,183.13,4,4,2021
Imported Potatoes 1Kg,134.62,4,4,2021
Carrot 1kg,210.4,4,4,2021
Tomatoe No1. 1kg,134.0,4,4,2021
Leeks 1kg,145.56,1,5,2021
Local Potatoes 1Kg,185.56,1,5,2021
Imported Potatoes 1Kg,142.19,1,5,2021
Carrot 1kg,201.11,1,5,2021
Tomatoe No1. 1kg,140.0,1,5,2021
Leeks 1kg,154.0,2,5,2021
Local Potatoes 1Kg,185.0,2,5,2021
Imported Potatoes 1Kg,143.0,2,5,2021
Carrot 1kg,188.74,2,5,2021
Tomatoe No1. 1kg,153.33,2,5,2021
Leeks 1kg,187.14,3,5,2021
Local Potatoes 1Kg,193.08,3,5,2021
Imported Potatoes 1Kg,154.21,3,5,2021
Carrot 1kg,233.18,3,5,2021
Tomatoe No1. 1kg,216.11,3,5,2021
Leeks 1kg,196.84,4,5,2021
Local Potatoes 1Kg,194.64,4,5,2021
Imported Potatoes 1Kg,153.68,4,5,2021
Carrot 1kg,241.0,4,5,2021
Tomatoe No1. 1kg,223.75,4,5,2021
Leeks 1kg,197.0,1,6,2021
Local Potatoes 1Kg,195.33,1,6,2021
Imported Potatoes 1Kg,152.67,1,6,2021
Carrot 1kg,237.86,1,6,2021
Tomatoe No1. 1kg,228.82,1,6,2021
Leeks 1kg,211.82,2,6,2021
Local Potatoes 1Kg,197.86,2,6,2021
Imported Potatoes 1Kg,160.63,2,6,2021
Carrot 1kg,247.22,2,6,2021
Tomatoe No1. 1kg,223.57,2,6,2021
Leeks 1kg,217.27,3,6,2021
Local Potatoes 1Kg,200.71,3,6,2021
Imported Potatoes 1Kg,162.14,3,6,2021
Carrot 1kg,245.88,3,6,2021
Tomatoe No1. 1kg,222.31,3,6,2021
Leeks 1kg,258.5,4,6,2021
Local Potatoes 1Kg,215.0,4,6,2021
Imported Potatoes 1Kg,160.71,4,6,2021
Carrot 1kg,250.56,4,6,2021
Tomatoe No1. 1kg,214.21,4,6,2021
Leeks 1kg,228.5,1,7,2021
Local Potatoes 1Kg,206.67,1,7,2021
Imported Potatoes 1Kg,160.56,1,7,2021
Carrot 1kg,209.52,1,7,2021
Tomatoe No1. 1kg,149.05,1,7,2021
Leeks 1kg,230.5,2,7,2021
Local Potatoes 1Kg,216.15,2,7,2021
Imported Potatoes 1Kg,166.92,2,7,2021
Carrot 1kg,190.5,2,7,2021
Tomatoe No1. 1kg,140.73,2,7,2021
Leeks 1kg,246.84,3,7,2021
Local Potatoes 1Kg,226.25,3,7,2021
Imported Potatoes 1Kg,161.25,3,7,2021
Carrot 1kg,201.88,3,7,2021
Tomatoe No1. 1kg,154.22,3,7,2021
Leeks 1kg,270.0,4,7,2021
Local Potatoes 1Kg,230.77,4,7,2021
Imported Potatoes 1Kg,163.85,4,7,2021
Carrot 1kg,201.05,4,7,2021
Tomatoe No1. 1kg,148.13,4,7,2021
Leeks 1kg,277.09,1,8,2021
Local Potatoes 1Kg,228.18,1,8,2021
Imported Potatoes 1Kg,160.38,1,8,2021
Carrot 1kg,200.84,1,8,2021
Tomatoe No1. 1kg,142.86,1,8,2021
Leeks 1kg,272.55,2,8,2021
Local Potatoes 1Kg,228.46,2,8,2021
Imported Potatoes 1Kg,165.71,2,8,2021
Carrot 1kg,204.0,2,8,2021
Tomatoe No1. 1kg,144.55,2,8,2021
Leeks 1kg,274.6,3,8,2021
Local Potatoes 1Kg,253.08,3,8,2021
Imported Potatoes 1Kg,186.92,3,8,2021
Carrot 1kg,202.14,3,8,2021
Tomatoe No1. 1kg,184.0,3,8,2021
Leeks 1kg,241.0,4,8,2021
Local Potatoes 1Kg,249.33,4,8,2021
Imported Potatoes 1Kg,190.63,4,8,2021
Carrot 1kg,187.86,4,8,2021
Tomatoe No1. 1kg,172.86,4,8,2021
Leeks 1kg,241.0,1,9,2021
Local Potatoes 1Kg,245.0,1,9,2021
Imported Potatoes 1Kg,161.5,1,9,2021
Carrot 1kg,190.0,1,9,2021
Tomatoe No1. 1kg,181.43,1,9,2021
Leeks 1kg,239.29,2,9,2021
Local Potatoes 1Kg,221.19,2,9,2021
Imported Potatoes 1Kg,146.11,2,9,2021
Carrot 1kg,169.41,2,9,2021
Tomatoe No1. 1kg,173.57,2,9,2021
Leeks 1kg,228.46,3,9,2021
Local Potatoes 1Kg,217.08,3,9,2021
Imported Potatoes 1Kg,141.5,3,9,2021
