Name,Price,Week,Month,Year
Carrot 1kg,168.13,3,9,2021
Tomatoe No1. 1kg,173.0,3,9,2021
Leeks 1kg,207.78,4,9,2021
Local Potatoes 1Kg,212.5,4,9,2021
Imported Potatoes 1Kg,148.64,4,9,2021
Carrot 1kg,178.89,4,9,2021
Tomatoe No1. 1kg,161.0,4,9,2021
Leeks 1kg,227.5,1,10,2021
Local Potatoes 1Kg,213.25,1,10,2021
Imported Potatoes 1Kg,161.33,1,10,2021
Carrot 1kg,189.55,1,10,2021
Tomatoe No1. 1kg,125.45,1,10,2021
Leeks 1kg,247.6,2,10,2021
Local Potatoes 1Kg,208.75,2,10,2021
Imported Potatoes 1Kg,156.76,2,10,2021
Carrot 1kg,200.36,2,10,2021
Tomatoe No1. 1kg,142.08,2,10,2021
Leeks 1kg,264.04,3,10,2021
Local Potatoes 1Kg,207.71,3,10,2021
Imported Potatoes 1Kg,160.0,3,10,2021
Carrot 1kg,189.91,3,10,2021
Tomatoe No1. 1kg,146.35,3,10,2021
Leeks 1kg,268.18,4,10,2021
Local Potatoes 1Kg,212.22,4,10,2021
Imported Potatoes 1Kg,160.91,4,10,2021
Carrot 1kg,199.05,4,10,2021
Tomatoe No1. 1kg,215.29,4,10,2021
Leeks 1kg,270.0,1,11,2021
Local Potatoes 1Kg,220.4,1,11,2021
Imported Potatoes 1Kg,174.67,1,11,2021
Carrot 1kg,222.86,1,11,2021
Tomatoe No1. 1kg,376.67,1,11,2021
Leeks 1kg,287.08,2,11,2021
Local Potatoes 1Kg,237.05,2,11,2021
Imported Potatoes 1Kg,185.0,2,11,2021
Carrot 1kg,254.29,2,11,2021
Tomatoe No1. 1kg,417.04,2,11,2021
Leeks 1kg,337.19,3,11,2021
Local Potatoes 1Kg,253.54,3,11,2021
Imported Potatoes 1Kg,193.67,3,11,2021
Carrot 1kg,338.33,3,11,2021
Tomatoe No1. 1kg,435.52,3,11,2021
Leeks 1kg,421.25,4,11,2021
Local Potatoes 1Kg,262.33,4,11,2021
Imported Potatoes 1Kg,200.63,4,11,2021
Carrot 1kg,405.91,4,11,2021
Tomatoe No1. 1kg,443.52,4,11,2021
Leeks 1kg,402.48,1,12,2021
Local Potatoes 1Kg,283.05,1,12,2021
Imported Potatoes 1Kg,182.38,1,12,2021
Carrot 1kg,390.07,1,12,2021
Tomatoe No1. 1kg,516.1,1,12,2021
Leeks 1kg,438.04,2,12,2021
Local Potatoes 1Kg,283.67,2,12,2021
Imported Potatoes 1Kg,178.42,2,12,2021
Carrot 1kg,495.83,2,12,2021
Tomatoe No1. 1kg,485.68,2,12,2021
Leeks 1kg,414.29,3,12,2021
Local Potatoes 1Kg,264.09,3,12,2021
Imported Potatoes 1Kg,181.06,3,12,2021
Carrot 1kg,482.73,3,12,2021
Tomatoe No1. 1kg,463.33,3,12,2021
Leeks 1kg,412.5,4,12,2021
Local Potatoes 1Kg,275.8,4,12,2021
Imported Potatoes 1Kg,200.83,4,12,2021
Carrot 1kg,501.82,4,12,2021
Tomatoe No1. 1kg,326.5,4,12,2021
Leeks 1kg,378.57,1,1,2022
Local Potatoes 1Kg,282.33,1,1,2022
Imported Potatoes 1Kg,206.54,1,1,2022
Carrot 1kg,499.67,1,1,2022
Tomatoe No1. 1kg,294.86,1,1,2022
Leeks 1kg,358.62,2,1,2022
Local Potatoes 1Kg,298.31,2,1,2022
Imported Potatoes 1Kg,194.11,2,1,2022
Carrot 1kg,466.09,2,1,2022
Tomatoe No1. 1kg,277.5,2,1,2022
Leeks 1kg,331.36,3,1,2022
Local Potatoes 1Kg,280.62,3,1,2022
Imported Potatoes 1Kg,196.25,3,1,2022
Carrot 1kg,467.77,3,1,2022
Tomatoe No1. 1kg,256.84,3,1,2022
Leeks 1kg,326.0,4,1,2022
Local Potatoes 1Kg,300.0,4,1,2022
Imported Potatoes 1Kg,199.05,4,1,2022
Carrot 1kg,463.03,4,1,2022
Tomatoe No1. 1kg,231.88,4,1,2022
Leeks 1kg,299.26,1,2,2022
Local Potatoes 1Kg,305.33,1,2,2022
Imported Potatoes 1Kg,191.54,1,2,2022
Carrot 1kg,469.0,1,2,2022
Tomatoe No1. 1kg,217.41,1,2,2022
Leeks 1kg,256.86,2,2,2022
Local Potatoes 1Kg,326.8,2,2,2022
Imported Potatoes 1Kg,176.43,2,2,2022
Carrot 1kg,487.29,2,2,2022
Tomatoe No1. 1kg,192.29,2,2,2022
Leeks 1kg,242.07,3,2,2022
Local Potatoes 1Kg,328.67,3,2,2022
Imported Potatoes 1Kg,178.54,3,2,2022
Carrot 1kg,533.46,3,2,2022
Tomatoe No1. 1kg,271.48,3,2,2022
Leeks 1kg,216.25,4,2,2022
Local Potatoes 1Kg,276.77,4,2,2022
Imported Potatoes 1Kg,158.52,4,2,2022
Carrot 1kg,441.25,4,2,2022
Tomatoe No1. 1kg,340.0,4,2,2022
Leeks 1kg,209.39,1,3,2022
Local Potatoes 1Kg,281.29,1,3,2022
Imported Potatoes 1Kg,148.81,1,3,2022
Carrot 1kg,411.18,1,3,2022
Tomatoe No1. 1kg,386.77,1,3,2022
Leeks 1kg,207.74,2,3,2022
Local Potatoes 1Kg,265.76,2,3,2022
Imported Potatoes 1Kg,149.09,2,3,2022
Carrot 1kg,377.42,2,3,2022
Tomatoe No1. 1kg,412.76,2,3,2022
Leeks 1kg,206.56,3,3,2022
Local Potatoes 1Kg,262.94,3,3,2022
Imported Potatoes 1Kg,163.18,3,3,2022
Carrot 1kg,338.62,3,3,2022
Tomatoe No1. 1kg,351.48,3,3,2022
Leeks 1kg,197.04,4,3,2022
Local Potatoes 1Kg,260.67,4,3,2022
Imported Potatoes 1Kg,159.05,4,3,2022
Carrot 1kg,298.46,4,3,2022
Tomatoe No1. 1kg,310.42,4,3,2022
Leeks 1kg,222.41,1,4,2022
Local Potatoes 1Kg,274.67,1,4,2022
Imported Potatoes 1Kg,193.33,1,4,2022
Carrot 1kg,285.16,1,4,2022
Tomatoe No1. 1kg,208.97,1,4,2022
Leeks 1kg,,2,4,2022
Local Potatoes 1Kg,,2,4,2022
Imported Potatoes 1Kg,,2,4,2022
Carrot 1kg,,2,4,2022
Tomatoe No1. 1kg,,2,4,2022
Leeks 1kg,234.55,3,4,2022
Local Potatoes 1Kg,309.33,3,4,2022
Imported Potatoes 1Kg,220.0,3,4,2022
Carrot 1kg,260.48,3,4,2022
Tomatoe No1. 1kg,237.89,3,4,2022
Leeks 1kg,204.29,4,4,2022
Local Potatoes 1Kg,291.11,4,4,2022
Imported Potatoes 1Kg,198.4,4,4,2022
Carrot 1kg,209.29,4,4,2022
Tomatoe No1. 1kg,268.46,4,4,2022
Leeks 1kg,232.4,1,5,2022
Local Potatoes 1Kg,288.33,1,5,2022
Imported Potatoes 1Kg,188.89,1,5,2022
Carrot 1kg,252.0,1,5,2022
Tomatoe No1. 1kg,408.7,1,5,2022
Leeks 1kg,,2,5,2022
Local Potatoes 1Kg,,2,5,2022
Imported Potatoes 1Kg,,2,5,2022
Carrot 1kg,,2,5,2022
Tomatoe No1. 1kg,,2,5,2022
Leeks 1kg,293.0,3,5,2022
Local Potatoes 1Kg,332.73,3,5,2022
Imported Potatoes 1Kg,212.63,3,5,2022
Carrot 1kg,401.58,3,5,2022
Tomatoe No1. 1kg,755.56,3,5,2022
Leeks 1kg,365.45,4,5,2022
Local Potatoes 1Kg,357.31,4,5,2022
Imported Potatoes 1Kg,226.5,4,5,2022
Carrot 1kg,435.22,4,5,2022
Tomatoe No1. 1kg,765.65,4,5,2022
Leeks 1kg,377.73,1,6,2022
Local Potatoes 1Kg,361.25,1,6,2022
Imported Potatoes 1Kg,237.5,1,6,2022
Carrot 1kg,456.19,1,6,2022
Tomatoe No1. 1kg,846.67,1,6,2022
Leeks 1kg,386.5,2,6,2022
Local Potatoes 1Kg,370.59,2,6,2022
Imported Potatoes 1Kg,238.0,2,6,2022
Carrot 1kg,459.52,2,6,2022
Tomatoe No1. 1kg,887.39,2,6,2022
Leeks 1kg,361.74,3,6,2022
Local Potatoes 1Kg,379.29,3,6,2022
Imported Potatoes 1Kg,243.33,3,6,2022
Carrot 1kg,456.25,3,6,2022
Tomatoe No1. 1kg,815.16,3,6,2022
Leeks 1kg,374.44,4,6,2022
Local Potatoes 1Kg,380.0,4,6,2022
Imported Potatoes 1Kg,260.0,4,6,2022
Carrot 1kg,433.5,4,6,2022
Tomatoe No1. 1kg,809.38,4,6,2022
Leeks 1kg,324.55,1,7,2022
Local Potatoes 1Kg,408.42,1,7,2022
Imported Potatoes 1Kg,258.67,1,7,2022
Carrot 1kg,412.73,1,7,2022
Tomatoe No1. 1kg,323.81,1,7,2022
Leeks 1kg,392.5,2,7,2022
Local Potatoes 1Kg,470.0,2,7,2022
Imported Potatoes 1Kg,248.75,2,7,2022
Carrot 1kg,502.5,2,7,2022
Tomatoe No1. 1kg,331.43,2,7,2022
Leeks 1kg,364.44,3,7,2022
Local Potatoes 1Kg,526.67,3,7,2022
Imported Potatoes 1Kg,248.61,3,7,2022
Carrot 1kg,449.47,3,7,2022
Tomatoe No1. 1kg,348.0,3,7,2022
Leeks 1kg,331.9,4,7,2022
Local Potatoes 1Kg,476.67,4,7,2022
Imported Potatoes 1Kg,217.86,4,7,2022
Carrot 1kg,400.0,4,7,2022
Tomatoe No1. 1kg,361.82,4,7,2022
Leeks 1kg,325.45,1,8,2022
Local Potatoes 1Kg,441.43,1,8,2022
Imported Potatoes 1Kg,216.67,1,8,2022
Carrot 1kg,402.61,1,8,2022
Tomatoe No1. 1kg,494.0,1,8,2022
Leeks 1kg,317.5,2,8,2022
Local Potatoes 1Kg,454.29,2,8,2022
Imported Potatoes 1Kg,217.14,2,8,2022
Carrot 1kg,411.3,2,8,2022
Tomatoe No1. 1kg,525.0,2,8,2022
Leeks 1kg,359.13,3,8,2022
Local Potatoes 1Kg,486.0,3,8,2022
Imported Potatoes 1Kg,220.0,3,8,2022
Carrot 1kg,479.13,3,8,2022
Tomatoe No1. 1kg,511.5,3,8,2022
Leeks 1kg,335.83,4,8,2022
Local Potatoes 1Kg,483.13,4,8,2022
Imported Potatoes 1Kg,205.29,4,8,2022
Carrot 1kg,434.17,4,8,2022
Tomatoe No1. 1kg,395.24,4,8,2022
Leeks 1kg,324.29,1,9,2022
Local Potatoes 1Kg,471.54,1,9,2022
Imported Potatoes 1Kg,273.75,1,9,2022
Carrot 1kg,463.64,1,9,2022
Tomatoe No1. 1kg,360.0,1,9,2022
Leeks 1kg,380.0,2,9,2022
Local Potatoes 1Kg,468.63,2,9,2022
Imported Potatoes 1Kg,293.75,2,9,2022
Carrot 1kg,467.41,2,9,2022
Tomatoe No1. 1kg,350.0,2,9,2022
Leeks 1kg,375.91,3,9,2022
Local Potatoes 1Kg,460.91,3,9,2022
Imported Potatoes 1Kg,293.53,3,9,2022
Carrot 1kg,469.17,3,9,2022
Tomatoe No1. 1kg,305.22,3,9,2022
Leeks 1kg,354.17,4,9,2022
Local Potatoes 1Kg,436.25,4,9,2022
Imported Potatoes 1Kg,255.24,4,9,2022
Carrot 1kg,460.87,4,9,2022
Tomatoe No1. 1kg,310.43,4,9,2022
Leeks 1kg,395.83,1,10,2022
Local Potatoes 1Kg,431.54,1,10,2022
Imported Potatoes 1Kg,217.5,1,10,2022
Carrot 1kg,494.58,1,10,2022
Tomatoe No1. 1kg,336.96,1,10,2022
Leeks 1kg,370.92,2,10,2022
Local Potatoes 1Kg,423.7,2,10,2022
Imported Potatoes 1Kg,208.0,2,10,2022
Carrot 1kg,453.63,2,10,2022
Tomatoe No1. 1kg,355.67,2,10,2022
Leeks 1kg,372.5,3,10,2022
Local Potatoes 1Kg,402.33,3,10,2022
Imported Potatoes 1Kg,210.0,3,10,2022
Carrot 1kg,433.6,3,10,2022
Tomatoe No1. 1kg,392.92,3,10,2022
Leeks 1kg,371.2,4,10,2022
Local Potatoes 1Kg,404.72,4,10,2022
Imported Potatoes 1Kg,221.58,4,10,2022
Carrot 1kg,456.0,4,10,2022
Tomatoe No1. 1kg,423.33,4,10,2022
Leeks 1kg,378.52,1,11,2022
Local Potatoes 1Kg,417.11,1,11,2022
Imported Potatoes 1Kg,235.0,1,11,2022
Carrot 1kg,460.38,1,11,2022
Tomatoe No1. 1kg,465.0,1,11,2022
Leeks 1kg,376.0,2,11,2022
Local Potatoes 1Kg,423.42,2,11,2022
Imported Potatoes 1Kg,228.44,2,11,2022
Carrot 1kg,465.45,2,11,2022
Tomatoe No1. 1kg,502.0,2,11,2022
Leeks 1kg,423.18,3,11,2022
Local Potatoes 1Kg,458.13,3,11,2022
Imported Potatoes 1Kg,228.82,3,11,2022
Carrot 1kg,530.0,3,11,2022
Tomatoe No1. 1kg,504.76,3,11,2022
Leeks 1kg,455.0,4,11,2022
Local Potatoes 1Kg,472.14,4,11,2022
Imported Potatoes 1Kg,233.33,4,11,2022
Carrot 1kg,507.6,4,11,2022
Tomatoe No1. 1kg,427.73,4,11,2022
Leeks 1kg,488.33,1,12,2022
Local Potatoes 1Kg,469.29,1,12,2022
Imported Potatoes 1Kg,201.39,1,12,2022
Carrot 1kg,472.0,1,12,2022
Tomatoe No1. 1kg,279.0,1,12,2022
Leeks 1kg,492.8,2,12,2022
Local Potatoes 1Kg,475.0,2,12,2022
Imported Potatoes 1Kg,227.71,2,12,2022
Carrot 1kg,453.52,2,12,2022
Tomatoe No1. 1kg,285.19,2,12,2022
Leeks 1kg,486.4,3,12,2022
Local Potatoes 1Kg,491.0,3,12,2022
Imported Potatoes 1Kg,211.67,3,12,2022
Carrot 1kg,415.56,3,12,2022
Tomatoe No1. 1kg,262.5,3,12,2022
Leeks 1kg,506.9,4,12,2022
Local Potatoes 1Kg,477.14,4,12,2022
Imported Potatoes 1Kg,198.26,4,12,2022
Carrot 1kg,415.19,4,12,2022
Tomatoe No1. 1kg,323.21,4,12,2022
Leeks 1kg,466.15,1,1,2023
Local Potatoes 1Kg,465.83,1,1,2023
Imported Potatoes 1Kg,184.0,1,1,2023
Carrot 1kg,401.36,1,1,2023
Tomatoe No1. 1kg,264.76,1,1,2023
Leeks 1kg,415.52,2,1,2023
Local Potatoes 1Kg,436.36,2,1,2023
Imported Potatoes 1Kg,172.5,2,1,2023
Carrot 1kg,300.0,2,1,2023
Tomatoe No1. 1kg,220.69,2,1,2023
Leeks 1kg,414.62,3,1,2023
Local Potatoes 1Kg,453.64,3,1,2023
Imported Potatoes 1Kg,174.57,3,1,2023
Carrot 1kg,320.71,3,1,2023
Tomatoe No1. 1kg,299.26,3,1,2023
Leeks 1kg,374.29,4,1,2023
Local Potatoes 1Kg,440.91,4,1,2023
Imported Potatoes 1Kg,163.2,4,1,2023
Carrot 1kg,292.41,4,1,2023
Tomatoe No1. 1kg,268.85,4,1,2023
Leeks 1kg,325.19,1,2,2023
Local Potatoes 1Kg,404.23,1,2,2023
Imported Potatoes 1Kg,147.73,1,2,2023
Carrot 1kg,260.0,1,2,2023
Tomatoe No1. 1kg,302.86,1,2,2023
Leeks 1kg,357.93,2,2,2023
Local Potatoes 1Kg,397.73,2,2,2023
Imported Potatoes 1Kg,152.4,2,2,2023
Carrot 1kg,269.23,2,2,2023
Tomatoe No1. 1kg,396.3,2,2,2023
Leeks 1kg,344.44,3,2,2023
Local Potatoes 1Kg,402.73,3,2,2023
Imported Potatoes 1Kg,197.71,3,2,2023
Carrot 1kg,262.69,3,2,2023
Tomatoe No1. 1kg,321.92,3,2,2023
Leeks 1kg,334.48,4,2,2023
Local Potatoes 1Kg,364.09,4,2,2023
Imported Potatoes 1Kg,187.27,4,2,2023
Carrot 1kg,254.83,4,2,2023
Tomatoe No1. 1kg,290.4,4,2,2023
Leeks 1kg,326.77,1,3,2023
Local Potatoes 1Kg,314.62,1,3,2023
Imported Potatoes 1Kg,158.41,1,3,2023
Carrot 1kg,243.57,1,3,2023
Tomatoe No1. 1kg,265.93,1,3,2023
Leeks 1kg,297.14,2,3,2023
Local Potatoes 1Kg,305.45,2,3,2023
Imported Potatoes 1Kg,154.78,2,3,2023
Carrot 1kg,223.08,2,3,2023
Tomatoe No1. 1kg,322.14,2,3,2023
Leeks 1kg,295.17,3,3,2023
Local Potatoes 1Kg,309.0,3,3,2023
Imported Potatoes 1Kg,163.6,3,3,2023
Carrot 1kg,214.93,3,3,2023
Tomatoe No1. 1kg,319.64,3,3,2023
Leeks 1kg,320.0,4,3,2023
Local Potatoes 1Kg,310.0,4,3,2023
Imported Potatoes 1Kg,164.6,4,3,2023
Carrot 1kg,213.57,4,3,2023
Tomatoe No1. 1kg,315.56,4,3,2023
Leeks 1kg,309.63,1,4,2023
Local Potatoes 1Kg,301.67,1,4,2023
Imported Potatoes 1Kg,165.65,1,4,2023
Carrot 1kg,223.19,1,4,2023
Tomatoe No1. 1kg,272.73,1,4,2023
Leeks 1kg,,2,4,2023
Local Potatoes 1Kg,,2,4,2023
Imported Potatoes 1Kg,,2,4,2023
Carrot 1kg,,2,4,2023
Tomatoe No1. 1kg,,2,4,2023
Leeks 1kg,359.5,3,4,2023
Local Potatoes 1Kg,348.13,3,4,2023
Imported Potatoes 1Kg,199.0,3,4,2023
Carrot 1kg,288.1,3,4,2023
Tomatoe No1. 1kg,311.43,3,4,2023
Leeks 1kg,346.96,4,4,2023
Local Potatoes 1Kg,347.08,4,4,2023
Imported Potatoes 1Kg,189.0,4,4,2023
Carrot 1kg,257.5,4,4,2023
Tomatoe No1. 1kg,266.0,4,4,2023
Leeks 1kg,346.79,1,5,2023
Local Potatoes 1Kg,345.0,1,5,2023
Imported Potatoes 1Kg,192.5,1,5,2023
Carrot 1kg,259.31,1,5,2023
Tomatoe No1. 1kg,301.3,1,5,2023
Leeks 1kg,350.0,2,5,2023
Local Potatoes 1Kg,353.08,2,5,2023
Imported Potatoes 1Kg,199.78,2,5,2023
Carrot 1kg,269.29,2,5,2023
Tomatoe No1. 1kg,387.41,2,5,2023
Leeks 1kg,440.0,3,5,2023
Local Potatoes 1Kg,338.67,3,5,2023
Imported Potatoes 1Kg,200.6,3,5,2023
Carrot 1kg,366.67,3,5,2023
Tomatoe No1. 1kg,478.52,3,5,2023
Leeks 1kg,451.43,4,5,2023
Local Potatoes 1Kg,359.0,4,5,2023
Imported Potatoes 1Kg,199.38,4,5,2023
Carrot 1kg,404.14,4,5,2023
Tomatoe No1. 1kg,380.91,4,5,2023
Leeks 1kg,455.56,1,6,2023
Local Potatoes 1Kg,353.08,1,6,2023
Imported Potatoes 1Kg,191.04,1,6,2023
Carrot 1kg,450.29,1,6,2023
Tomatoe No1. 1kg,406.92,1,6,2023
Leeks 1kg,415.56,2,6,2023
Local Potatoes 1Kg,361.67,2,6,2023
Imported Potatoes 1Kg,190.83,2,6,2023
Carrot 1kg,444.48,2,6,2023
Tomatoe No1. 1kg,381.67,2,6,2023
Leeks 1kg,395.77,3,6,2023
Local Potatoes 1Kg,366.36,3,6,2023
Imported Potatoes 1Kg,208.46,3,6,2023
Carrot 1kg,458.15,3,6,2023
Tomatoe No1. 1kg,335.6,3,6,2023
Leeks 1kg,384.64,4,6,2023
Local Potatoes 1Kg,350.88,4,6,2023
Imported Potatoes 1Kg,224.76,4,6,2023
Carrot 1kg,527.5,4,6,2023
Tomatoe No1. 1kg,364.44,4,6,2023
Leeks 1kg,365.52,1,7,2023
Local Potatoes 1Kg,383.64,1,7,2023
Imported Potatoes 1Kg,244.29,1,7,2023
Carrot 1kg,525.59,1,7,2023
Tomatoe No1. 1kg,527.5,1,7,2023
Leeks 1kg,360.77,2,7,2023
Local Potatoes 1Kg,381.67,2,7,2023
Imported Potatoes 1Kg,249.63,2,7,2023
Carrot 1kg,491.11,2,7,2023
Tomatoe No1. 1kg,654.62,2,7,2023
Leeks 1kg,338.0,3,7,2023
Local Potatoes 1Kg,389.0,3,7,2023
Imported Potatoes 1Kg,246.8,3,7,2023
Carrot 1kg,511.54,3,7,2023
Tomatoe No1. 1kg,600.87,3,7,2023
Leeks 1kg,320.34,4,7,2023
Local Potatoes 1Kg,390.77,4,7,2023
Imported Potatoes 1Kg,236.36,4,7,2023
Carrot 1kg,552.5,4,7,2023
Tomatoe No1. 1kg,442.5,4,7,2023
Leeks 1kg,309.64,1,8,2023
Local Potatoes 1Kg,413.33,1,8,2023
Imported Potatoes 1Kg,233.6,1,8,2023
Carrot 1kg,541.67,1,8,2023
Tomatoe No1. 1kg,362.59,1,8,2023
Leeks 1kg,291.72,2,8,2023
Local Potatoes 1Kg,403.08,2,8,2023
Imported Potatoes 1Kg,232.8,2,8,2023
Carrot 1kg,533.45,2,8,2023
Tomatoe No1. 1kg,307.24,2,8,2023
Leeks 1kg,283.79,3,8,2023
Local Potatoes 1Kg,408.13,3,8,2023
Imported Potatoes 1Kg,220.42,3,8,2023
Carrot 1kg,519.26,3,8,2023
Tomatoe No1. 1kg,303.93,3,8,2023
Leeks 1kg,280.0,4,8,2023
Local Potatoes 1Kg,425.0,4,8,2023
Imported Potatoes 1Kg,214.09,4,8,2023
Carrot 1kg,482.5,4,8,2023
Tomatoe No1. 1kg,239.26,4,8,2023
Leeks 1kg,257.14,1,9,2023
Local Potatoes 1Kg,425.0,1,9,2023
Imported Potatoes 1Kg,219.17,1,9,2023
Carrot 1kg,388.0,1,9,2023
Tomatoe No1. 1kg,215.38,1,9,2023
Leeks 1kg,237.41,2,9,2023
Local Potatoes 1Kg,379.62,2,9,2023
Imported Potatoes 1Kg,214.4,2,9,2023
Carrot 1kg,340.0,2,9,2023
Tomatoe No1. 1kg,243.0,2,9,2023
Leeks 1kg,242.76,3,9,2023
Local Potatoes 1Kg,342.5,3,9,2023
Imported Potatoes 1Kg,208.26,3,9,2023
Carrot 1kg,315.93,3,9,2023
Tomatoe No1. 1kg,238.89,3,9,2023
Leeks 1kg,195.0,4,9,2023
Local Potatoes 1Kg,293.67,4,9,2023
Imported Potatoes 1Kg,199.13,4,9,2023
Carrot 1kg,264.29,4,9,2023
Tomatoe No1. 1kg,232.69,4,9,2023
Leeks 1kg,213.7,1,10,2023
Local Potatoes 1Kg,318.93,1,10,2023
Imported Potatoes 1Kg,207.2,1,10,2023
Carrot 1kg,322.31,1,10,2023
Tomatoe No1. 1kg,225.19,1,10,2023
Leeks 1kg,238.57,2,10,2023
Local Potatoes 1Kg,312.94,2,10,2023
Imported Potatoes 1Kg,218.4,2,10,2023
Carrot 1kg,315.0,2,10,2023
Tomatoe No1. 1kg,234.07,2,10,2023
Leeks 1kg,224.64,3,10,2023
Local Potatoes 1Kg,318.57,3,10,2023
Imported Potatoes 1Kg,233.0,3,10,2023
Carrot 1kg,301.79,3,10,2023
Tomatoe No1. 1kg,295.38,3,10,2023
Leeks 1kg,227.14,4,10,2023
Local Potatoes 1Kg,320.63,4,10,2023
Imported Potatoes 1Kg,217.73,4,10,2023
Carrot 1kg,323.45,4,10,2023
Tomatoe No1. 1kg,266.67,4,10,2023
Leeks 1kg,276.3,1,11,2023
Local Potatoes 1Kg,332.08,1,11,2023
Imported Potatoes 1Kg,225.4,1,11,2023
Carrot 1kg,386.07,1,11,2023
Tomatoe No1. 1kg,360.87,1,11,2023
Leeks 1kg,345.19,2,11,2023
Local Potatoes 1Kg,355.63,2,11,2023
Imported Potatoes 1Kg,204.21,2,11,2023
Carrot 1kg,479.63,2,11,2023
Tomatoe No1. 1kg,417.6,2,11,2023
Leeks 1kg,320.0,3,11,2023
Local Potatoes 1Kg,377.5,3,11,2023
Imported Potatoes 1Kg,218.75,3,11,2023
Carrot 1kg,410.74,3,11,2023
Tomatoe No1. 1kg,474.23,3,11,2023
Leeks 1kg,391.23,4,11,2023
Local Potatoes 1Kg,366.47,4,11,2023
Imported Potatoes 1Kg,234.54,4,11,2023
Carrot 1kg,484.44,4,11,2023
Tomatoe No1. 1kg,530.37,4,11,2023
Leeks 1kg,409.71,1,12,2023
Local Potatoes 1Kg,378.0,1,12,2023
Imported Potatoes 1Kg,233.5,1,12,2023
Carrot 1kg,458.52,1,12,2023
Tomatoe No1. 1kg,761.54,1,12,2023
Leeks 1kg,440.33,2,12,2023
Local Potatoes 1Kg,393.57,2,12,2023
Imported Potatoes 1Kg,241.8,2,12,2023
Carrot 1kg,486.0,2,12,2023
Tomatoe No1. 1kg,742.96,2,12,2023
Leeks 1kg,424.83,3,12,2023
Local Potatoes 1Kg,373.08,3,12,2023
Imported Potatoes 1Kg,215.24,3,12,2023
Carrot 1kg,524.33,3,12,2023
Tomatoe No1. 1kg,736.92,3,12,2023
Leeks 1kg,527.14,4,12,2023
Local Potatoes 1Kg,376.0,4,12,2023
Imported Potatoes 1Kg,200.83,4,12,2023
Carrot 1kg,687.41,4,12,2023
Tomatoe No1. 1kg,629.54,4,12,2023
Leeks 1kg,564.17,1,1,2024
Local Potatoes 1Kg,399.0,1,1,2024
Imported Potatoes 1Kg,206.67,1,1,2024
Carrot 1kg,775.08,1,1,2024
Tomatoe No1. 1kg,839.17,1,1,2024
Leeks 1kg,500.0,2,1,2024
Local Potatoes 1Kg,374.0,2,1,2024
Imported Potatoes 1Kg,208.0,2,1,2024
Carrot 1kg,956.07,2,1,2024
Tomatoe No1. 1kg,661.0,2,1,2024
Leeks 1kg,704.8,3,1,2024
Local Potatoes 1Kg,355.0,3,1,2024
Imported Potatoes 1Kg,200.4,3,1,2024
Carrot 1kg,2078.26,3,1,2024
Tomatoe No1. 1kg,625.19,3,1,2024
Leeks 1kg,654.81,4,1,2024
Local Potatoes 1Kg,358.89,4,1,2024
Imported Potatoes 1Kg,226.15,4,1,2024
Carrot 1kg,1333.85,4,1,2024
Tomatoe No1. 1kg,777.04,4,1,2024
